GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0060571	morphogenesis of an epithelial fold	biological_process	1	0	3		
GO:0060574	intestinal epithelial cell maturation	biological_process	1	0	1		
GO:0060575	intestinal epithelial cell differentiation	biological_process	1	0	4		
GO:0060576	intestinal epithelial cell development	biological_process	1	0	7		
GO:0060577	pulmonary vein morphogenesis	biological_process	1	0	2		
GO:0060578	superior vena cava morphogenesis	biological_process	1	0	1		
GO:0060579	ventral spinal cord interneuron fate commitment	biological_process	1	0	1		
GO:0060580	ventral spinal cord interneuron fate determination	biological_process	1	0	1		
GO:0060585	positive regulation of prostaglandin-endoperoxide synthase activity	biological_process	1	0	2		
GO:0060586	multicellular organismal iron ion homeostasis	biological_process	1	0	7		
GO:0060588	negative regulation of lipoprotein lipid oxidation	biological_process	1	0	1		
GO:0060591	chondroblast differentiation	biological_process	1	0	5		
GO:0060601	lateral sprouting from an epithelium	biological_process	1	0	1		
GO:0060602	branch elongation of an epithelium	biological_process	1	0	1		
GO:0060606	tube closure	biological_process	1	0	1		
GO:0060612	adipose tissue development	biological_process	1	0	21		
GO:0060613	fat pad development	biological_process	1	0	6		
GO:0060620	regulation of cholesterol import	biological_process	1	0	1		
GO:0060623	regulation of chromosome condensation	biological_process	1	0	2		
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	biological_process	1	0	4		
GO:0060629	regulation of homologous chromosome segregation	biological_process	1	0	1		
GO:0060631	regulation of meiosis I	biological_process	1	0	1		
GO:0060632	regulation of microtubule-based movement	biological_process	1	0	2		
GO:0060633	negative regulation of transcription initiation from RNA polymerase II promoter	biological_process	1	0	2		
GO:0060638	mesenchymal-epithelial cell signaling	biological_process	1	0	2		
GO:0060661	submandibular salivary gland formation	biological_process	1	0	1		
GO:0060662	salivary gland cavitation	biological_process	1	0	5		
GO:0060664	epithelial cell proliferation involved in salivary gland morphogenesis	biological_process	1	0	5		
GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	biological_process	1	0	5		
GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching	biological_process	1	0	4		
GO:0060667	branch elongation involved in salivary gland morphogenesis	biological_process	1	0	2		
GO:0060668	regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling	biological_process	1	0	1		
GO:0060675	ureteric bud morphogenesis	biological_process	1	0	1		
GO:0060676	ureteric bud formation	biological_process	1	0	5		
GO:0060677	ureteric bud elongation	biological_process	1	0	1		
GO:0060681	branch elongation involved in ureteric bud branching	biological_process	1	0	1		
GO:0060683	regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling	biological_process	1	0	1		
GO:0060684	epithelial-mesenchymal cell signaling	biological_process	1	0	3		
GO:0060685	regulation of prostatic bud formation	biological_process	1	0	2		
GO:0060686	negative regulation of prostatic bud formation	biological_process	1	0	4		
GO:0060687	regulation of branching involved in prostate gland morphogenesis	biological_process	1	0	7		
GO:0060688	regulation of morphogenesis of a branching structure	biological_process	1	0	4		
GO:0060689	cell differentiation involved in salivary gland development	biological_process	1	0	2		
GO:0060691	epithelial cell maturation involved in salivary gland development	biological_process	1	0	1		
GO:0060693	regulation of branching involved in salivary gland morphogenesis	biological_process	1	0	2		
GO:0060696	regulation of phospholipid catabolic process	biological_process	1	0	1		
GO:0060699	regulation of endoribonuclease activity	biological_process	1	0	1		
GO:0060717	chorion development	biological_process	1	0	1		
GO:0060718	chorionic trophoblast cell differentiation	biological_process	1	0	5		
GO:0060729	intestinal epithelial structure maintenance	biological_process	1	0	3		
GO:0060730	regulation of intestinal epithelial structure maintenance	biological_process	1	0	1		
GO:0060731	positive regulation of intestinal epithelial structure maintenance	biological_process	1	0	1		
GO:0060732	positive regulation of inositol phosphate biosynthetic process	biological_process	1	0	1		
GO:0060733	regulation of eIF2 alpha phosphorylation by amino acid starvation	biological_process	1	0	1		
GO:0060735	regulation of eIF2 alpha phosphorylation by dsRNA	biological_process	1	0	1		
GO:0060738	epithelial-mesenchymal signaling involved in prostate gland development	biological_process	1	0	2		
GO:0060739	mesenchymal-epithelial cell signaling involved in prostate gland development	biological_process	1	0	1		
GO:0060740	prostate gland epithelium morphogenesis	biological_process	1	0	7		
GO:0060741	prostate gland stromal morphogenesis	biological_process	1	0	2		
GO:0060742	epithelial cell differentiation involved in prostate gland development	biological_process	1	0	2		
GO:0060743	epithelial cell maturation involved in prostate gland development	biological_process	1	0	3		
GO:0060753	regulation of mast cell chemotaxis	biological_process	1	0	1		
GO:0060754	positive regulation of mast cell chemotaxis	biological_process	1	0	3		
GO:0060760	positive regulation of response to cytokine stimulus	biological_process	1	0	1		
GO:0060761	negative regulation of response to cytokine stimulus	biological_process	1	0	1		
GO:0060765	regulation of androgen receptor signaling pathway	biological_process	1	0	5		
GO:0060766	negative regulation of androgen receptor signaling pathway	biological_process	1	0	10		
GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	biological_process	1	0	2		
GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	biological_process	1	0	2		
GO:0060770	negative regulation of epithelial cell proliferation involved in prostate gland development	biological_process	1	0	6		
GO:0060775	planar cell polarity pathway involved in gastrula mediolateral intercalation	biological_process	1	0	2		
GO:0060782	regulation of mesenchymal cell proliferation involved in prostate gland development	biological_process	1	0	1		
GO:0060783	mesenchymal smoothened signaling pathway involved in prostate gland development	biological_process	1	0	1		
GO:0060784	regulation of cell proliferation involved in tissue homeostasis	biological_process	1	0	1		
GO:0060785	regulation of apoptosis involved in tissue homeostasis	biological_process	1	0	1		
GO:0060802	epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification	biological_process	1	0	1		
GO:0060804	positive regulation of Wnt signaling pathway by BMP signaling pathway	biological_process	1	0	1		
GO:0060809	mesodermal to mesenchymal transition involved in gastrulation	biological_process	1	0	2		
GO:0060825	fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation	biological_process	1	0	1		
GO:0060828	regulation of canonical Wnt signaling pathway	biological_process	1	0	13		
GO:0060830	ciliary receptor clustering involved in smoothened signaling pathway	biological_process	1	0	3		
GO:0060836	lymphatic endothelial cell differentiation	biological_process	1	0	4		
GO:0060837	blood vessel endothelial cell differentiation	biological_process	1	0	1		
GO:0060840	artery development	biological_process	1	0	9		
GO:0060841	venous blood vessel development	biological_process	1	0	3		
GO:0060842	arterial endothelial cell differentiation	biological_process	1	0	3		
GO:0060843	venous endothelial cell differentiation	biological_process	1	0	1		
GO:0060844	arterial endothelial cell fate commitment	biological_process	1	0	1		
GO:0060849	regulation of transcription involved in lymphatic endothelial cell fate commitment	biological_process	1	0	2		
GO:0060850	regulation of transcription involved in cell fate commitment	biological_process	1	0	3		
GO:0060853	Notch signaling pathway involved in arterial endothelial cell fate commitment	biological_process	1	0	1		
GO:0060856	establishment of blood-brain barrier	biological_process	1	0	1		
GO:0060857	establishment of glial blood-brain barrier	biological_process	1	0	2		
GO:0060872	semicircular canal development	biological_process	1	0	1		
GO:0060873	anterior semicircular canal development	biological_process	1	0	1		
GO:0060875	lateral semicircular canal development	biological_process	1	0	1		
GO:0060876	semicircular canal formation	biological_process	1	0	2		
GO:0060879	semicircular canal fusion	biological_process	1	0	1		
GO:0060887	limb epidermis development	biological_process	1	0	1		
GO:0060896	neural plate pattern specification	biological_process	1	0	1		
GO:0060900	embryonic camera-type eye formation	biological_process	1	0	1		
GO:0060903	positive regulation of meiosis I	biological_process	1	0	2		
GO:0060907	positive regulation of macrophage cytokine production	biological_process	1	0	6		
GO:0060912	cardiac cell fate specification	biological_process	1	0	1		
GO:0060913	cardiac cell fate determination	biological_process	1	0	1		
GO:0060914	heart formation	biological_process	1	0	3		
GO:0060915	mesenchymal cell differentiation involved in lung development	biological_process	1	0	2		
GO:0060916	mesenchymal cell proliferation involved in lung development	biological_process	1	0	3		
GO:0060923	cardiac muscle cell fate commitment	biological_process	1	0	3		
GO:0060928	atrioventricular node cell development	biological_process	1	0	2		
GO:0060929	atrioventricular node cell fate commitment	biological_process	1	0	1		
GO:0060931	sinoatrial node cell development	biological_process	1	0	2		
GO:0060947	cardiac vascular smooth muscle cell differentiation	biological_process	1	0	2		
GO:0060948	cardiac vascular smooth muscle cell development	biological_process	1	0	2		
GO:0060964	regulation of gene silencing by miRNA	biological_process	1	0	2		
GO:0060965	negative regulation of gene silencing by miRNA	biological_process	1	0	1		
GO:0060971	embryonic heart tube left/right pattern formation	biological_process	1	0	3		
GO:0060972	left/right pattern formation	biological_process	1	0	6		
GO:0060973	cell migration involved in heart development	biological_process	1	0	1		
GO:0060977	coronary vasculature morphogenesis	biological_process	1	0	2		
GO:0060978	angiogenesis involved in coronary vascular morphogenesis	biological_process	1	0	1		
GO:0060979	vasculogenesis involved in coronary vascular morphogenesis	biological_process	1	0	1		
GO:0060982	coronary artery morphogenesis	biological_process	1	0	4		
GO:0060987	lipid tube	cellular_component	1	0	1		
GO:0060988	lipid tube assembly	biological_process	1	0	2		
GO:0060993	kidney morphogenesis	biological_process	1	0	7		
GO:0060996	dendritic spine development	biological_process	1	0	9		
GO:0060997	dendritic spine morphogenesis	biological_process	1	0	4		
GO:0060998	regulation of dendritic spine development	biological_process	1	0	3		
GO:0061000	negative regulation of dendritic spine development	biological_process	1	0	1		
GO:0061001	regulation of dendritic spine morphogenesis	biological_process	1	0	4		
GO:0061003	positive regulation of dendritic spine morphogenesis	biological_process	1	0	5		
GO:0061009	common bile duct development	biological_process	1	0	3		
GO:0061010	gall bladder development	biological_process	1	0	3		
GO:0061011	hepatic duct development	biological_process	1	0	2		
GO:0061014	positive regulation of mRNA catabolic process	biological_process	1	0	5		
GO:0061017	hepatoblast differentiation	biological_process	1	0	3		
GO:0061024	membrane organization	biological_process	1	0	9		
GO:0061026	cardiac muscle tissue regeneration	biological_process	1	0	1		
GO:0061028	establishment of endothelial barrier	biological_process	1	0	11		
GO:0061029	eyelid development in camera-type eye	biological_process	1	0	9		
GO:0061031	endodermal digestive tract morphogenesis	biological_process	1	0	3		
GO:0061033	secretion by lung epithelial cell involved in lung growth	biological_process	1	0	2		
GO:0061034	olfactory bulb mitral cell layer development	biological_process	1	0	1		
GO:0061035	regulation of cartilage development	biological_process	1	0	2		
GO:0061036	positive regulation of cartilage development	biological_process	1	0	16		
GO:0061037	negative regulation of cartilage development	biological_process	1	0	6		
GO:0061038	uterus morphogenesis	biological_process	1	0	5		
GO:0061041	regulation of wound healing	biological_process	1	0	2		
GO:0061042	vascular wound healing	biological_process	1	0	4		
GO:0061045	negative regulation of wound healing	biological_process	1	0	5		
GO:0061046	regulation of branching involved in lung morphogenesis	biological_process	1	0	1		
GO:0061047	positive regulation of branching involved in lung morphogenesis	biological_process	1	0	2		
GO:0061050	regulation of cell growth involved in cardiac muscle cell development	biological_process	1	0	1		
GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	biological_process	1	0	1		
GO:0061055	myotome development	biological_process	1	0	1		
GO:0061056	sclerotome development	biological_process	1	0	3		
GO:0061061	muscle structure development	biological_process	1	0	1		
GO:0061072	iris morphogenesis	biological_process	1	0	5		
GO:0061073	ciliary body morphogenesis	biological_process	1	0	3		
GO:0061074	regulation of neural retina development	biological_process	1	0	1		
GO:0061075	positive regulation of neural retina development	biological_process	1	0	1		
GO:0061077	chaperone-mediated protein folding	biological_process	1	0	9		
GO:0061078	positive regulation of prostaglandin secretion involved in immune response	biological_process	1	0	1		
GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	biological_process	1	0	1		
GO:0061085	regulation of histone H3-K27 methylation	biological_process	1	0	1		
GO:0061086	negative regulation of histone H3-K27 methylation	biological_process	1	0	3		
GO:0061087	positive regulation of histone H3-K27 methylation	biological_process	1	0	3		
GO:0061088	regulation of sequestering of zinc ion	biological_process	1	0	3		
GO:0061092	positive regulation of phospholipid translocation	biological_process	1	0	2		
GO:0061097	regulation of protein tyrosine kinase activity	biological_process	1	0	2		
GO:0061099	negative regulation of protein tyrosine kinase activity	biological_process	1	0	8		
GO:0061101	neuroendocrine cell differentiation	biological_process	1	0	2		
GO:0061104	adrenal chromaffin cell differentiation	biological_process	1	0	1		
GO:0061108	seminal vesicle epithelium development	biological_process	1	0	1		
GO:0061113	pancreas morphogenesis	biological_process	1	0	2		
GO:0061114	branching involved in pancreas morphogenesis	biological_process	1	0	1		
GO:0061115	lung proximal/distal axis specification	biological_process	1	0	1		
GO:0061133	endopeptidase activator activity	molecular_function	1	0	4		
GO:0061136	regulation of proteasomal protein catabolic process	biological_process	1	0	10		
GO:0061138	morphogenesis of a branching epithelium	biological_process	1	0	2		
GO:0061141	lung ciliated cell differentiation	biological_process	1	0	1		
GO:0061143	alveolar primary septum development	biological_process	1	0	1		
GO:0061144	alveolar secondary septum development	biological_process	1	0	1		
GO:0061145	lung smooth muscle development	biological_process	1	0	2		
GO:0061146	Peyers patch morphogenesis	biological_process	1	0	3		
GO:0061149	BMP signaling pathway involved in ureter morphogenesis	biological_process	1	0	1		
GO:0061151	BMP signaling pathway involved in renal system segmentation	biological_process	1	0	1		
GO:0061153	trachea gland development	biological_process	1	0	3		
GO:0061154	endothelial tube morphogenesis	biological_process	1	0	2		
GO:0061155	pulmonary artery endothelial tube morphogenesis	biological_process	1	0	1		
GO:0061156	pulmonary artery morphogenesis	biological_process	1	0	4		
GO:0061157	mRNA destabilization	biological_process	1	0	3		
GO:0061158	3-UTR-mediated mRNA destabilization	biological_process	1	0	3		
GO:0061162	establishment of monopolar cell polarity	biological_process	1	0	1		
GO:0061163	endoplasmic reticulum polarization	biological_process	1	0	1		
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	1	0	12		
GO:0061181	regulation of chondrocyte development	biological_process	1	0	1		
GO:0061182	negative regulation of chondrocyte development	biological_process	1	0	2		
GO:0061184	positive regulation of dermatome development	biological_process	1	0	3		
GO:0061185	negative regulation of dermatome development	biological_process	1	0	1		
GO:0061188	negative regulation of chromatin silencing at rDNA	biological_process	1	0	1		
GO:0061189	positive regulation of sclerotome development	biological_process	1	0	1		
GO:0061193	taste bud development	biological_process	1	0	1		
GO:0061197	fungiform papilla morphogenesis	biological_process	1	0	1		
GO:0061198	fungiform papilla formation	biological_process	1	0	1		
GO:0061205	paramesonephric duct development	biological_process	1	0	3		
GO:0061290	canonical Wnt signaling pathway involved in metanephric kidney development	biological_process	1	0	2		
GO:0061296	negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	biological_process	1	0	1		
GO:0061298	retina vasculature development in camera-type eye	biological_process	1	0	5		
GO:0061299	retina vasculature morphogenesis in camera-type eye	biological_process	1	0	7		
GO:0061300	cerebellum vasculature development	biological_process	1	0	1		
GO:0061301	cerebellum vasculature morphogenesis	biological_process	1	0	1		
GO:0061302	smooth muscle cell-matrix adhesion	biological_process	1	0	2		
GO:0061303	cornea development in camera-type eye	biological_process	1	0	4		
GO:0061304	retinal blood vessel morphogenesis	biological_process	1	0	5		
GO:0061308	cardiac neural crest cell development involved in heart development	biological_process	1	0	1		
GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	biological_process	1	0	2		
GO:0061312	BMP signaling pathway involved in heart development	biological_process	1	0	2		
GO:0061314	Notch signaling involved in heart development	biological_process	1	0	3		
GO:0061317	canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	biological_process	1	0	1		
GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	biological_process	1	0	1		
GO:0061325	cell proliferation involved in outflow tract morphogenesis	biological_process	1	0	1		
GO:0061326	renal tubule development	biological_process	1	0	1		
GO:0061333	renal tubule morphogenesis	biological_process	1	0	3		
GO:0061337	cardiac conduction	biological_process	1	0	5		
GO:0061343	cell adhesion involved in heart morphogenesis	biological_process	1	0	1		
GO:0061347	planar cell polarity pathway involved in outflow tract morphogenesis	biological_process	1	0	1		
GO:0061348	planar cell polarity pathway involved in ventricular septum morphogenesis	biological_process	1	0	1		
GO:0061349	planar cell polarity pathway involved in cardiac right atrium morphogenesis	biological_process	1	0	1		
GO:0061350	planar cell polarity pathway involved in cardiac muscle tissue morphogenesis	biological_process	1	0	1		
GO:0061351	neural precursor cell proliferation	biological_process	1	0	7		
GO:0061354	planar cell polarity pathway involved in pericardium morphogenesis	biological_process	1	0	1		
GO:0061358	negative regulation of Wnt protein secretion	biological_process	1	0	1		
GO:0061364	apoptotic process involved in luteolysis	biological_process	1	0	2		
GO:0061369	negative regulation of testicular blood vessel morphogenesis	biological_process	1	0	1		
GO:0061371	determination of heart left/right asymmetry	biological_process	1	0	2		
GO:0061374	mammillothalamic axonal tract development	biological_process	1	0	1		
GO:0061379	inferior colliculus development	biological_process	1	0	2		
GO:0061381	cell migration in diencephalon	biological_process	1	0	1		
GO:0061384	heart trabecula morphogenesis	biological_process	1	0	2		
GO:0061386	closure of optic fissure	biological_process	1	0	2		
GO:0061400	positive regulation of transcription from RNA polymerase II promoter in response to calcium ion	biological_process	1	0	1		
GO:0061402	positive regulation of transcription from RNA polymerase II promoter in response to acidic pH	biological_process	1	0	1		
GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	biological_process	1	0	3		
GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	biological_process	1	0	3		
GO:0061428	negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	biological_process	1	0	1		
GO:0061430	bone trabecula morphogenesis	biological_process	1	0	1		
GO:0061436	establishment of skin barrier	biological_process	1	0	10		
GO:0061441	renal artery morphogenesis	biological_process	1	0	2		
GO:0061444	endocardial cushion cell development	biological_process	1	0	1		
GO:0061445	endocardial cushion cell fate commitment	biological_process	1	0	1		
GO:0061448	connective tissue development	biological_process	1	0	4		
GO:0061458	reproductive system development	biological_process	1	0	6		
GO:0061459	L-arginine transmembrane transporter activity	molecular_function	1	0	1		
GO:0061462	protein localization to lysosome	biological_process	1	0	2		
GO:0061470	T follicular helper cell differentiation	biological_process	1	0	2		
GO:0061474	phagolysosome membrane	cellular_component	1	0	1		
GO:0061481	response to TNF agonist	biological_process	1	0	1		
GO:0061484	hematopoietic stem cell homeostasis	biological_process	1	0	5		
GO:0061485	memory T cell proliferation	biological_process	1	0	1		
GO:0061501	cyclic-GMP-AMP synthase activity	molecular_function	1	0	1		
GO:0061502	early endosome to recycling endosome transport	biological_process	1	0	1		
GO:0061507	cyclic-GMP-AMP binding	molecular_function	1	0	1		
GO:0061508	CDP phosphorylation	biological_process	1	0	1		
GO:0061511	centriole elongation	biological_process	1	0	1		
GO:0061512	protein localization to cilium	biological_process	1	0	10		
GO:0061518	microglial cell proliferation	biological_process	1	0	1		
GO:0061525	hindgut development	biological_process	1	0	1		
GO:0061534	"gamma-aminobutyric acid secretion, neurotransmission"	biological_process	1	0	2		
GO:0061535	"glutamate secretion, neurotransmission"	biological_process	1	0	2		
GO:0061548	ganglion development	biological_process	1	0	2		
GO:0061549	sympathetic ganglion development	biological_process	1	0	6		
GO:0061551	trigeminal ganglion development	biological_process	1	0	3		
GO:0061552	ganglion morphogenesis	biological_process	1	0	2		
GO:0061564	axon development	biological_process	1	0	3		
GO:0061565	dAMP phosphorylation	biological_process	1	0	1		
GO:0061566	CMP phosphorylation	biological_process	1	0	1		
GO:0061567	dCMP phosphorylation	biological_process	1	0	1		
GO:0061568	GDP phosphorylation	biological_process	1	0	1		
GO:0061569	UDP phosphorylation	biological_process	1	0	1		
GO:0061570	dCDP phosphorylation	biological_process	1	0	1		
GO:0061571	TDP phosphorylation	biological_process	1	0	1		
GO:0061572	actin filament bundle organization	biological_process	1	0	2		
GO:0061574	ASAP complex	cellular_component	1	0	1		
GO:0061578	Lys63-specific deubiquitinase activity	molecular_function	1	0	1		
GO:0061580	colon epithelial cell migration	biological_process	1	0	1		
GO:0061582	intestinal epithelial cell migration	biological_process	1	0	1		
GO:0061588	calcium activated phospholipid scrambling	biological_process	1	0	1		
GO:0061589	calcium activated phosphatidylserine scrambling	biological_process	1	0	4		
GO:0061590	calcium activated phosphatidylcholine scrambling	biological_process	1	0	5		
GO:0061591	calcium activated galactosylceramide scrambling	biological_process	1	0	5		
GO:0061609	fructose-1-phosphate aldolase activity	molecular_function	1	0	1		
GO:0061615	glycolytic process through fructose-6-phosphate	biological_process	1	0	1		
GO:0061617	MICOS complex	cellular_component	1	0	4		
GO:0061618	sublamina densa	cellular_component	1	0	1		
GO:0061628	H3K27me3 modified histone binding	molecular_function	1	0	1		
GO:0061630	ubiquitin protein ligase activity	molecular_function	1	0	69		
GO:0061631	ubiquitin conjugating enzyme activity	molecular_function	1	0	21		
GO:0061635	regulation of protein complex stability	biological_process	1	0	3		
GO:0061642	chemoattraction of axon	biological_process	1	0	1		
GO:0061643	chemorepulsion of axon	biological_process	1	0	1		
GO:0061646	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	biological_process	1	0	1		
GO:0061647	histone H3-K9 modification	biological_process	1	0	2		
GO:0061649	ubiquitinated histone binding	molecular_function	1	0	1		
GO:0061656	SUMO conjugating enzyme activity	molecular_function	1	0	1		
GO:0061665	SUMO ligase activity	molecular_function	1	0	2		
GO:0061668	mitochondrial ribosome assembly	biological_process	1	0	1		
GO:0061676	importin-alpha family protein binding	molecular_function	1	0	1		
GO:0061684	chaperone-mediated autophagy	biological_process	1	0	1		
GO:0061689	tricellular tight junction	cellular_component	1	0	1		
GO:0061690	lipoamidase activity	molecular_function	1	0	1		
GO:0061700	GATOR2 complex	cellular_component	1	0	5		
GO:0061709	reticulophagy	biological_process	1	0	1		
GO:0061723	glycophagy	biological_process	1	0	1		
GO:0061724	lipophagy	biological_process	1	0	1		
GO:0061732	mitochondrial acetyl-CoA biosynthetic process from pyruvate	biological_process	1	0	1		
GO:0065001	specification of axis polarity	biological_process	1	0	1		
GO:0065002	intracellular protein transmembrane transport	biological_process	1	0	2		
GO:0065004	protein-DNA complex assembly	biological_process	1	0	2		
GO:0065010	extracellular membrane-bounded organelle	cellular_component	1	0	1		
GO:0070006	metalloaminopeptidase activity	molecular_function	1	0	1		
GO:0070016	armadillo repeat domain binding	molecular_function	1	0	6		
GO:0070022	transforming growth factor beta receptor homodimeric complex	cellular_component	1	0	1		
GO:0070025	carbon monoxide binding	molecular_function	1	0	1		
GO:0070034	telomeric RNA binding	molecular_function	1	0	4		
GO:0070050	neuron cellular homeostasis	biological_process	1	0	6		
GO:0070051	fibrinogen binding	molecular_function	1	0	3		
GO:0070052	collagen V binding	molecular_function	1	0	2		
GO:0070053	thrombospondin receptor activity	molecular_function	1	0	3		
GO:0070054	"mRNA splicing, via endonucleolytic cleavage and ligation"	biological_process	1	0	1		
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	biological_process	1	0	19		
GO:0070061	fructose binding	molecular_function	1	0	3		
GO:0070063	RNA polymerase binding	molecular_function	1	0	10		
GO:0070069	cytochrome complex	cellular_component	1	0	1		
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	biological_process	1	0	1		
GO:0070075	tear secretion	biological_process	1	0	1		
GO:0070076	histone lysine demethylation	biological_process	1	0	1		
GO:0070078	histone H3-R2 demethylation	biological_process	1	0	1		
GO:0070079	histone H4-R3 demethylation	biological_process	1	0	1		
GO:0070080	titin Z domain binding	molecular_function	1	0	1		
GO:0070085	glycosylation	biological_process	1	0	1		
GO:0070086	ubiquitin-dependent endocytosis	biological_process	1	0	2		
GO:0070087	chromo shadow domain binding	molecular_function	1	0	4		
GO:0070091	glucagon secretion	biological_process	1	0	1		
GO:0070092	regulation of glucagon secretion	biological_process	1	0	1		
GO:0070095	fructose-6-phosphate binding	molecular_function	1	0	1		
GO:0070097	delta-catenin binding	molecular_function	1	0	3		
GO:0070098	chemokine-mediated signaling pathway	biological_process	1	0	24		
GO:0070100	negative regulation of chemokine-mediated signaling pathway	biological_process	1	0	4		
GO:0070102	interleukin-6-mediated signaling pathway	biological_process	1	0	8		
GO:0070104	negative regulation of interleukin-6-mediated signaling pathway	biological_process	1	0	2		
GO:0070105	positive regulation of interleukin-6-mediated signaling pathway	biological_process	1	0	1		
GO:0070106	interleukin-27-mediated signaling pathway	biological_process	1	0	1		
GO:0070110	ciliary neurotrophic factor receptor complex	cellular_component	1	0	2		
GO:0070120	ciliary neurotrophic factor-mediated signaling pathway	biological_process	1	0	3		
GO:0070123	"transforming growth factor beta receptor activity, type III"	molecular_function	1	0	1		
GO:0070127	tRNA aminoacylation for mitochondrial protein translation	biological_process	1	0	1		
GO:0070129	regulation of mitochondrial translation	biological_process	1	0	2		
GO:0070130	negative regulation of mitochondrial translation	biological_process	1	0	1		
GO:0070131	positive regulation of mitochondrial translation	biological_process	1	0	4		
GO:0070140	SUMO-specific isopeptidase activity	molecular_function	1	0	1		
GO:0070143	mitochondrial alanyl-tRNA aminoacylation	biological_process	1	0	1		
GO:0070164	negative regulation of adiponectin secretion	biological_process	1	0	3		
GO:0070168	negative regulation of biomineral tissue development	biological_process	1	0	2		
GO:0070176	DRM complex	cellular_component	1	0	1		
GO:0070178	D-serine metabolic process	biological_process	1	0	1		
GO:0070181	small ribosomal subunit rRNA binding	molecular_function	1	0	2		
GO:0070182	DNA polymerase binding	molecular_function	1	0	9		
GO:0070187	telosome	cellular_component	1	0	5		
GO:0070188	Stn1-Ten1 complex	cellular_component	1	0	3		
GO:0070189	kynurenine metabolic process	biological_process	1	0	3		
GO:0070191	methionine-R-sulfoxide reductase activity	molecular_function	1	0	1		
GO:0070192	chromosome organization involved in meiosis	biological_process	1	0	2		
GO:0070193	synaptonemal complex organization	biological_process	1	0	1		
GO:0070194	synaptonemal complex disassembly	biological_process	1	0	2		
GO:0070197	meiotic attachment of telomere to nuclear envelope	biological_process	1	0	1		
GO:0070198	"protein localization to chromosome, telomeric region"	biological_process	1	0	5		
GO:0070201	regulation of establishment of protein localization	biological_process	1	0	6		
GO:0070202	regulation of establishment of protein localization to chromosome	biological_process	1	0	1		
GO:0070206	protein trimerization	biological_process	1	0	1		
GO:0070207	protein homotrimerization	biological_process	1	0	10		
GO:0070208	protein heterotrimerization	biological_process	1	0	9		
GO:0070212	protein poly-ADP-ribosylation	biological_process	1	0	2		
GO:0070213	protein auto-ADP-ribosylation	biological_process	1	0	3		
GO:0070230	positive regulation of lymphocyte apoptotic process	biological_process	1	0	1		
GO:0070231	T cell apoptotic process	biological_process	1	0	3		
GO:0070232	regulation of T cell apoptotic process	biological_process	1	0	1		
GO:0070233	negative regulation of T cell apoptotic process	biological_process	1	0	5		
GO:0070234	positive regulation of T cell apoptotic process	biological_process	1	0	4		
GO:0070236	negative regulation of activation-induced cell death of T cells	biological_process	1	0	2		
GO:0070237	positive regulation of activation-induced cell death of T cells	biological_process	1	0	1		
GO:0070242	thymocyte apoptotic process	biological_process	1	0	4		
GO:0070243	regulation of thymocyte apoptotic process	biological_process	1	0	3		
GO:0070244	negative regulation of thymocyte apoptotic process	biological_process	1	0	5		
GO:0070245	positive regulation of thymocyte apoptotic process	biological_process	1	0	3		
GO:0070247	regulation of natural killer cell apoptotic process	biological_process	1	0	1		
GO:0070252	actin-mediated cell contraction	biological_process	1	0	3		
GO:0070254	mucus secretion	biological_process	1	0	2		
GO:0070256	negative regulation of mucus secretion	biological_process	1	0	2		
GO:0070257	positive regulation of mucus secretion	biological_process	1	0	5		
GO:0070260	5-tyrosyl-DNA phosphodiesterase activity	molecular_function	1	0	1		
GO:0070262	peptidyl-serine dephosphorylation	biological_process	1	0	2		
GO:0070266	necroptotic process	biological_process	1	0	6		
GO:0070267	oncosis	biological_process	1	0	1		
GO:0070268	cornification	biological_process	1	0	1		
GO:0070273	phosphatidylinositol-4-phosphate binding	molecular_function	1	0	16		
