ChrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB742900.1	730000	750000	1	-4.08249217678	50	50	miR-23a_dre-miR-23a,miR-23a-3p_hsa-miR-23a-3p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-181b*_oan-miR-181b*,miR-181b-1-3p_mmu-miR-181b-1-3p,miR-2050_nve-miR-2050	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB742900.1	850000	870000	1	-4.50200049765	111	111	miR-4099-3p_cin-miR-4099-3p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,ENSAPLT00000016201	1,1,1,1,1,1,1,1,1,1,1,1,8	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,>121618+ZCCHC6
KB742900.1	1110000	1130000	1	-5.65385326548	12	12	ENSAPLT00000016584	3	NAA35
KB742905.1	360000	400000	3	-6.57415066186	70	80	miR-146b*_tgu-miR-146b*,novel_mir_331,novel_mir_730,miR-3622a-5p_hsa-miR-3622a-5p,miR-3942-3p_hsa-miR-3942-3p,miR-410-3p_mmu-miR-410-3p,ENSAPLT00000017037	1,1,1,1,1,1,7	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<34007-
KB742918.1	410000	430000	1	-4.5000183119	158	158	ENSAPLT00000009620,ENSAPLT00000009634	7,8	<69693-PTAR1,>12427+MAMDC2
KB742918.1	570000	590000	1	-4.27455683492	104	104	novel_mir_765,ENSAPLT00000010284	1,6	miRNA,TRPM3
KB742918.1	670000	690000	1	-5.31301557145	128	128	ENSAPLT00000010284	2	TRPM3
KB742918.1	770000	860000	7	-4.22656896834	58	116	miR-1728-3p_gga-miR-1728-3p,miR-454*_aca-miR-454*,ENSAPLT00000010284	1,1,7	miRNA,miRNA,<30336-TRPM3
KB742928.1	620000	640000	1	-5.90235488245	30	30			
KB742931.1	3580000	3600000	1	-4.27649861427	39	39	ENSAPLT00000001184	7	<24193-
KB742960.1	280000	300000	1	-4.70281198625	95	95	miR-2072*_bfl-miR-2072*,ENSAPLT00000013899	1,7	miRNA,<130805-ARRDC3
KB742969.1	410000	430000	1	-7.15919116022	24	24	ENSAPLT00000001260	8	>111651+
KB742969.1	490000	520000	2	-4.9561101059	25	34	miR-383_hsa-miR-383,ENSAPLT00000001260	1,8	miRNA,>21651+
KB742969.1	810000	830000	1	-4.77736324349	66	66	ENSAPLT00000012003	3	TMEM132C
KB742969.1	1140000	1160000	1	-5.17112480492	76	76	miR-4553_pma-miR-4553,ENSAPLT00000012672	1,3	miRNA,TMEM132D
KB742976.1	80000	100000	1	-4.70129084789	25	25	ENSAPLT00000001085,novel_mir_1176	1,1	DBNL,miRNA
KB742977.1	630000	650000	1	-4.28435864329	92	92	miR-2300b-3p_bta-miR-2300b-3p,ENSAPLT00000002033	1,7	miRNA,<74626+FAM84B
KB742983.1	0	20000	1	-4.03916600312	55	55	novel_mir_730,ENSAPLT00000005615	1,8	miRNA,>15448+PDE4D
KB742983.1	260000	280000	1	-4.74795485289	67	67	miR-80*_crm-miR-80*,miR-892a_ppy-miR-892a,ENSAPLT00000005901,ENSAPLT00000005954	1,1,7,8	miRNA,miRNA,<39727-RAB3C,>8409+PLK2
KB742983.1	290000	310000	1	-4.54089528465	46	46	miR-25_sha-miR-25,ENSAPLT00000005954	1,3	miRNA,PLK2
KB742983.1	330000	350000	1	-5.33417741538	36	36	miR-548g-3p_hsa-miR-548g-3p,miR-2723_bmo-miR-2723,ENSAPLT00000005954	1,1,7	miRNA,miRNA,<36785+PLK2
KB742983.1	450000	470000	1	-5.18630154679	48	48	ENSAPLT00000005954	7	<156785+PLK2
KB742983.1	550000	570000	1	-5.66656096106	68	68	miR-7-1-3p_hsa-miR-7-1-3p,miR-7a*_pma-miR-7a*,novel_mir_584	1,1,1	miRNA,miRNA,miRNA
KB742983.1	650000	680000	2	-5.28752867922	63	70	miR-752-3p_sme-miR-752-3p,miR-1018_cel-miR-1018,ENSAPLT00000006679	1,6,8	miRNA,miRNA,>98409-
KB742983.1	690000	760000	6	-4.27100005506	48	69	miR-3479-5p_sja-miR-3479-5p,miR-236_bma-miR-236,miR-4503_hsa-miR-4503,novel_mir_374,ENSAPLT00000006679	1,1,1,1,8	miRNA,miRNA,miRNA,miRNA,>18409-
KB742983.1	810000	860000	4	-4.73143091243	38	83	ENSAPLT00000006894,ENSAPLT00000007202,miR-548au-5p_hsa-miR-548au-5p,miR-51-3p_cel-miR-51-3p,ENSAPLT00000006679	1,1,1,1,3	SETD9,miRNA,miRNA
KB742984.1	1730000	1750000	1	-4.20855933575	30	30	miR-1657_gga-miR-1657,ENSAPLT00000009685	1,2	miRNA,WWOX
KB742984.1	3490000	3510000	1	-4.39558780095	59	59	miR-4030-3p_cin-miR-4030-3p,ENSAPLT00000011198,ENSAPLT00000012095	1,3,4	miRNA,PLCG2,AGTPBP1
KB742985.1	690000	710000	1	-4.00365828668	32	32	miR-199b_gga-miR-199b,ENSAPLT00000008606	1,4	miRNA
KB742985.1	860000	880000	1	-4.38263356194	51	51	ENSAPLT00000000164	7	<1239+
KB742986.1	30000	60000	2	-5.41737202056	34	51	miR-3157-5p_hsa-miR-3157-5p	1	miRNA
KB742986.1	90000	120000	2	-4.83893720831	28	30	miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB742986.1	170000	190000	1	-4.97058251951	51	51			
KB742993.1	730000	750000	1	-5.28360257007	154	154	ENSAPLT00000001229	7	<62665+ALX1
KB743004.1	520000	540000	1	-4.71815693318	65	65	ENSAPLT00000012399	2	CBLB
KB743004.1	860000	880000	1	-4.09714203772	67	67	novel_mir_1213	1	miRNA
KB743008.1	220000	240000	1	-4.47356263028	202	202	ENSAPLT00000000379,ENSAPLT00000013468,miR-338_rno-miR-338,miR-338-3p_aca-miR-338-3p,miR-338*_rno-miR-338*,miR-338-5p_tgu-miR-338-5p,miR-1763_gga-miR-1763,miR-1666_gga-miR-1666,novel_mir_1118,novel_mir_1118,ENSAPLT00000013416	1,1,1,1,1,1,1,1,1,1,3	ST6GALNAC2,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,AATK
KB743023.1	0	50000	4	-4.26181650147	41	86	miR-1b-3p_mmu-miR-1b-3p,miR-1420b_oan-miR-1420b,novel_mir_666,miR-3740_ame-miR-3740	1,1,1,6	miRNA,miRNA,miRNA,miRNA
KB743023.1	90000	120000	2	-5.95206333913	65	71	miR-1419c_oan-miR-1419c,miR-3296_bmo-miR-3296	1,1	miRNA,miRNA
KB743024.1	20000	40000	1	-4.54658610685	80	80	ENSAPLT00000014042,miR-2375_bta-miR-2375	4,6	CDO1,miRNA
KB743024.1	290000	320000	2	-4.80729740783	29	35	miR-2758_bmo-miR-2758,miR-355_crm-miR-355,ENSAPLT00000015099,ENSAPLT00000015153	1,1,7,8	miRNA,miRNA,<79303+COMMD10,>39918-SEMA6A
KB743024.1	510000	530000	1	-6.01675099105	22	22	miR-4663_hsa-miR-4663,miR-2409_bta-miR-2409,ENSAPLT00000015153	1,1,7	miRNA,miRNA,<85773-SEMA6A
KB743024.1	560000	590000	2	-4.60760117738	41	42	novel_mir_12,novel_mir_924,novel_mir_762,novel_mir_1037,ENSAPLT00000015153	1,1,1,1,7	miRNA,miRNA,miRNA,miRNA,<135773-SEMA6A
KB743027.1	50000	70000	1	-4.52384916075	90	90			
KB743027.1	80000	110000	2	-4.59808115611	18	24	miR-3681-5p_hsa-miR-3681-5p	1	miRNA
KB743027.1	240000	260000	1	-5.66208828972	27	27	novel_mir_624	1	miRNA
KB743027.1	270000	290000	1	-6.29657065301	53	53			
KB743028.1	170000	190000	1	-4.01152406437	67	67			
KB743030.1	0	30000	2	-4.20902487954	80	98	miR-27b_dre-miR-27b,miR-27b-3p_mmu-miR-27b-3p,miR-27c_xtr-miR-27c,miR-27d_dre-miR-27d,miR-27d-3p_ola-miR-27d-3p,miR-27a_dre-miR-27a,miR-27a-3p_bta-miR-27a-3p,miR-27e_dre-miR-27e,miR-231_crm-miR-231,ENSAPLT00000012244	1,1,1,1,1,1,1,1,1,8	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,>63014-
KB743030.1	100000	120000	1	-4.27687596169	40	40	ENSAPLT00000012244	3	
KB743038.1	30000	50000	1	-4.84231320335	62	62	miR-3167_hsa-miR-3167,miR-3230_bmo-miR-3230,ENSAPLT00000009828	1,1,7	miRNA,miRNA,<8608-NRBP2
KB743045.1	1730000	1750000	1	-4.27335186907	36	36	ENSAPLT00000011782	2	CERS6
KB743048.1	170000	190000	1	-4.73992257183	186	186	miR-4485_hsa-miR-4485,ENSAPLT00000009811,ENSAPLT00000009831	1,7,8	miRNA,<95006-,>149883-PIGG
KB743048.1	290000	310000	1	-4.25353614461	145	145	ENSAPLT00000009831	8	>29883-PIGG
KB743048.1	420000	480000	3	-4.11973529225	25	76	novel_mir_1228,miR-3264_bmo-miR-3264,miR-2808c_bmo-miR-2808c,miR-4210-5p_cin-miR-4210-5p,ENSAPLT00000009893	1,1,1,1,4	miRNA,miRNA,miRNA,miRNA,GAK
KB743048.1	1500000	1530000	2	-4.16887319678	245	246	novel_mir_911	1	miRNA
KB743051.1	20000	50000	2	-4.29924965827	105	126	ENSAPLT00000006987	8	>42378-CKMT2
KB743052.1	0	20000	1	-5.02659621151	50	50			
KB743052.1	80000	140000	4	-4.03626330646	35	53	miR-5311_isc-miR-5311,novel_mir_548	1,1	miRNA,miRNA
KB743065.1	260000	300000	3	-4.24507508196	22	36	miR-143_rno-miR-143,miR-143-3p_mmu-miR-143-3p,miR-4312_hsa-miR-4312,miR-135c_dre-miR-135c,miR-5612*_cin-miR-5612*,miR-561-3p_hsa-miR-561-3p,ENSAPLT00000004992	1,1,1,1,1,1,8	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,>11698+ARPP21
KB743067.1	70000	90000	1	-7.95368324318	38	38	miR-3857-3p_tca-miR-3857-3p	1	miRNA
KB743074.1	50000	70000	1	-5.96588231459	35	35	novel_mir_1201,miR-2281-3p_dme-miR-2281-3p,ENSAPLT00000007126	1,1,8	miRNA,miRNA,>91522-SLITRK5
KB743074.1	90000	110000	1	-5.99995306805	48	48	miR-4800-5p_hsa-miR-4800-5p,miR-4800-5p_hsa-miR-4800-5p,ENSAPLT00000007126	1,1,8	miRNA,miRNA,>51522-SLITRK5
KB743074.1	240000	260000	1	-4.63494449023	63	63	novel_mir_448,miR-3578_bta-miR-3578,let-7f-5p_hsa-let-7f-5p,ENSAPLT00000007126	1,1,1,7	miRNA,miRNA,miRNA,<75742-SLITRK5
KB743074.1	310000	330000	1	-5.11966284243	50	50	ENSAPLT00000007126	7	<145742-SLITRK5
KB743080.1	120000	140000	1	-5.09117114124	21	21	miR-4762-3p_hsa-miR-4762-3p,miR-2714_cte-miR-2714	1,1	miRNA,miRNA
KB743080.1	230000	260000	2	-4.36682833637	38	70	miR-5123_mmu-miR-5123,novel_mir_879,novel_mir_879,miR-7a-2-3p_mmu-miR-7a-2-3p	1,1,1,1	miRNA,miRNA,miRNA,miRNA
KB743080.1	280000	300000	1	-6.3225962065	24	24			
KB743087.1	320000	340000	1	-4.20395018028	114	114	ENSAPLT00000004766	2	ADAMTS19
KB743087.1	570000	640000	5	-4.11851555693	119	165	ENSAPLT00000000128,ENSAPLT00000005180,miR-4256_hsa-miR-4256,miR-508-3p_hsa-miR-508-3p,miR-4683_hsa-miR-4683,miR-13_sme-miR-13,miR-5003-3p_hsa-miR-5003-3p,miR-959*_dps-miR-959*,ENSAPLT00000005242,miR-1546_sha-miR-1546	1,1,1,1,1,1,1,1,4,6	ISOC1,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,SLC27A6,miRNA
KB743087.1	720000	740000	1	-4.30824742857	113	113	ENSAPLT00000005525,ENSAPLT00000000373	7,8	<23114-SLC27A3,>128987-U1
KB743098.1	170000	190000	1	-4.18480055515	64	64	miR-5346_asu-miR-5346,ENSAPLT00000005373,novel_mir_54	1,4,5	miRNA,CELF5,miRNA
KB743103.1	80000	100000	1	-6.48160958085	156	156	miR-1188-3p_rno-miR-1188-3p,ENSAPLT00000008468	1,4	miRNA,SEC62
KB743120.1	210000	240000	2	-4.26473730179	85	87	novel_mir_41,miR-5607*_cin-miR-5607*,miR-144*_oan-miR-144*,ENSAPLT00000011477	1,1,1,4	miRNA,miRNA,miRNA,SLC38A9
KB743120.1	310000	330000	1	-4.4520250196	108	108	ENSAPLT00000012138,ENSAPLT00000012265	7,8	<10178+DDX4,>3064+IL31RA
KB743120.1	410000	430000	1	-4.58328553007	187	187	ENSAPLT00000012487,ENSAPLT00000013270	7,8	<12924-IL6ST,>7559-
KB743128.1	0	40000	3	-4.63873620024	62	72	miR-5594-5p_cel-miR-5594-5p,miR-513b_age-miR-513b,miR-4529-5p_hsa-miR-4529-5p	1,1,1	miRNA,miRNA,miRNA
KB743128.1	70000	90000	1	-4.06723546953	42	42			
KB743133.1	120000	140000	1	-5.37817976972	47	47	miR-5355*_asu-miR-5355*	1	miRNA
KB743133.1	190000	220000	2	-6.78892678379	30	65	miR-3304a_bmo-miR-3304a	1	miRNA
KB743149.1	0	20000	1	-4.48495339036	10	10	miR-548av-5p_hsa-miR-548av-5p,ENSAPLT00000007957	1,4	miRNA
KB743149.1	120000	150000	2	-5.0247207396	29	36	miR-4716-3p_hsa-miR-4716-3p,ENSAPLT00000008078,ENSAPLT00000008269	1,7,8	miRNA,<22435-PHF21B,>75354-
KB743149.1	240000	260000	1	-5.37619984523	49	49	ENSAPLT00000000384,miR-1591_gga-miR-1591,miR-4217-3p_cin-miR-4217-3p,miR-1591_gga-miR-1591	1,1,1,1	miRNA,miRNA,miRNA
KB743152.1	0	50000	3	-4.04146780798	95	123	miR-3879-5p_tca-miR-3879-5p,miR-1784_tgu-miR-1784,miR-2695_cte-miR-2695,ENSAPLT00000006348	1,1,1,8	miRNA,miRNA,miRNA,>87599+ERCC6L2
KB743152.1	110000	130000	1	-4.73774994791	69	69	miR-669b-5p_mmu-miR-669b-5p,ENSAPLT00000006348	1,8	miRNA,>7599+ERCC6L2
KB743170.1	40000	80000	3	-4.02147644678	53	71	miR-4645-5p_hsa-miR-4645-5p,ENSAPLT00000012953	1,8	miRNA,>19192+TLE1
KB743171.1	140000	160000	1	-5.97854238159	13	13	ENSAPLT00000009116,miR-60-5p_cel-miR-60-5p,ENSAPLT00000008696	1,1,3	miRNA,PTGR1
KB743171.1	190000	210000	1	-4.12940732273	10	10	ENSAPLT00000009178,miR-1988_lgi-miR-1988,miR-616-3p_hsa-miR-616-3p,miR-31_cte-miR-31,miR-72-5p_cel-miR-72-5p,ENSAPLT00000009176	1,1,1,1,1,2	SVEP1,miRNA,miRNA,miRNA,miRNA,SVEP1
KB743171.1	270000	290000	1	-6.51946120737	15	15	miR-1245b-5p_hsa-miR-1245b-5p,ENSAPLT00000009176	1,3	miRNA,SVEP1
KB743171.1	450000	490000	2	-4.7824158292	18	30	ENSAPLT00000010445,novel_mir_178,miR-2187*_dre-miR-2187*	1,1,1	LPAR1,miRNA,miRNA
KB743171.1	550000	570000	1	-5.4193210284	36	36	ENSAPLT00000010445,ENSAPLT00000010540	7,8	<87537-LPAR1,>102381+
KB743171.1	580000	600000	1	-6.83182741956	21	21	novel_mir_761,ENSAPLT00000010445,ENSAPLT00000010540	1,7,8	miRNA,<117537-LPAR1,>72381+
KB743171.1	700000	730000	2	-5.56084286666	18	19	ENSAPLT00000001422,miR-4589_pma-miR-4589,ENSAPLT00000010540	1,1,3	TMEM215,miRNA
KB743171.1	890000	940000	3	-4.92593105765	23	42	miR-21*_tgu-miR-21*,miR-3563-3p_rno-miR-3563-3p,miR-2408_bta-miR-2408,miR-1682_gga-miR-1682,ENSAPLT00000010755,ENSAPLT00000010861	1,1,1,1,7,8	miRNA,miRNA,miRNA,miRNA,<140188+,>114558-ELAVL2
KB743171.1	980000	1000000	1	-6.55510159191	21	21	miR-2411_bta-miR-2411,novel_mir_797,ENSAPLT00000010861	1,1,8	miRNA,miRNA,>54558-ELAVL2
KB743171.1	1060000	1090000	2	-5.82532708089	26	32	miR-3867-5p_tca-miR-3867-5p,miR-2828_bmo-miR-2828,miR-548w_hsa-miR-548w,miR-87-3p_dme-miR-87-3p,ENSAPLT00000010861,miR-1325_oan-miR-1325	1,1,1,1,2,5	miRNA,miRNA,miRNA,miRNA,ELAVL2,miRNA
KB743171.1	1140000	1170000	2	-4.47620423436	24	33	ENSAPLT00000010861	7	<36518-ELAVL2
KB743183.1	550000	580000	2	-4.65705701627	34	51	ENSAPLT00000015324	8	>6918+FOXG1
KB743183.1	610000	630000	1	-7.75718653885	31	31	miR-655-5p_oar-miR-655-5p,ENSAPLT00000015324	6,7	miRNA,<22127+FOXG1
KB743193.1	140000	170000	2	-4.17895597653	58	59	miR-194-5p_mmu-miR-194-5p,ENSAPLT00000003488	1,8	miRNA,>114495+
KB743197.1	1220000	1250000	2	-4.08333826227	24	38	miR-5585-5p_hsa-miR-5585-5p,ENSAPLT00000002682	1,6	miRNA,DLK1
KB743216.1	50000	70000	1	-4.28758920849	82	82	ENSAPLT00000006908	3	ASIC4
KB743217.1	1330000	1350000	1	-4.95870726509	41	41	ENSAPLT00000007650	7	<8864-SMTNL2
KB743223.1	60000	90000	2	-4.26276812464	56	64	miR-344c-3p_mmu-miR-344c-3p,miR-554_ppy-miR-554,ENSAPLT00000007273	1,1,3	miRNA,miRNA
KB743223.1	320000	340000	1	-6.28604812735	56	56			
KB743236.1	30000	50000	1	-4.44042930516	56	56	miR-92c-5p_tca-miR-92c-5p	1	miRNA
KB743238.1	40000	60000	1	-4.10502086836	56	56	novel_mir_299,miR-3317_bmo-miR-3317	1,1	miRNA,miRNA
KB743242.1	10000	30000	1	-5.98731020776	12	12	miR-4314_hsa-miR-4314,ENSAPLT00000012098	1,8	miRNA,>4559-KIAA1045
KB743254.1	40000	60000	1	-5.04370211173	35	35	miR-4097-5p_cin-miR-4097-5p	1	miRNA
KB743270.1	40000	60000	1	-6.22532802807	11	11			
KB743289.1	640000	660000	1	-4.09622860903	92	92	ENSAPLT00000002201,miR-3308*_bmo-miR-3308*	1,1	NFIL3,miRNA
KB743292.1	110000	130000	1	-4.74295034693	48	48	miR-556-5p_hsa-miR-556-5p,miR-4476_hsa-miR-4476,ENSAPLT00000001050,ENSAPLT00000014755	1,1,7,8	miRNA,miRNA,<105844-,>116353-USP25
KB743359.1	650000	670000	1	-4.83633924503	209	209	ENSAPLT00000009320,ENSAPLT00000009375,novel_mir_438,miR-2961_tgu-miR-2961,ENSAPLT00000009928	1,1,1,1,6	FAM131A,CLCN2,miRNA,miRNA,CHRD
KB743365.1	80000	100000	1	-5.14140618111	84	84	miR-2b*_bmo-miR-2b*,miR-218*_oan-miR-218*,ENSAPLT00000000085	1,1,8	miRNA,miRNA,>59835-SNORD123
KB743372.1	50000	70000	1	-4.19707491222	365	365	miR-1665_gga-miR-1665,novel_mir_677,miR-3207_bmo-miR-3207,ENSAPLT00000007952	1,1,1,3	miRNA,miRNA,miRNA,HSF1
KB743375.1	30000	60000	2	-5.61136982417	29	33	novel_mir_983,miR-25-5p_hsa-miR-25-5p	1,1	miRNA,miRNA
KB743391.1	210000	230000	1	-4.75797575038	54	54	ENSAPLT00000010785,ENSAPLT00000010829	7,8	<19317+,>8287+DCLK3
KB743410.1	310000	330000	1	-4.69537824558	53	53	miR-3370_bmo-miR-3370,miR-3865-5p_tca-miR-3865-5p	1,1	miRNA,miRNA
KB743410.1	690000	740000	3	-4.02526692181	63	86	miR-2406_bta-miR-2406,miR-3778_ame-miR-3778,ENSAPLT00000003064	1,1,7	miRNA,miRNA,<111689+ZIC4
KB743410.1	810000	830000	1	-4.6460118204	79	79	novel_mir_1025,ENSAPLT00000003427	1,8	miRNA,>90959+PLSCR5
KB743410.1	850000	870000	1	-4.74507903197	93	93	ENSAPLT00000003427	8	>50959+PLSCR5
KB743433.1	240000	280000	3	-5.72964022096	43	63	miR-2062*_bfl-miR-2062*,miR-548w_hsa-miR-548w,ENSAPLT00000004459	1,1,7	miRNA,miRNA,<80581+TLE4
KB743435.1	140000	160000	1	-5.83311939773	19	19	ENSAPLT00000015781,miR-130b_gga-miR-130b	2,5	ITPR2,miRNA
KB743435.1	960000	980000	1	-5.71723903571	24	24	miR-2410_bta-miR-2410,ENSAPLT00000017126	1,3	miRNA,LDHB
KB743435.1	1780000	1800000	1	-7.5202437856	35	35	miR-291b-5p_mmu-miR-291b-5p,ENSAPLT00000003302	1,8	miRNA,>23477-SOX5
KB743435.1	2270000	2290000	1	-4.28125981755	43	43			
KB743442.1	100000	140000	3	-4.26028859424	61	100	miR-1497b_odi-miR-1497b,novel_mir_877,novel_mir_948	1,5,5	miRNA,miRNA,miRNA
KB743448.1	60000	80000	1	-4.09838436385	47	47			
KB743454.1	80000	100000	1	-5.32156644109	170	170	ENSAPLT00000010641,miR-1576_gga-miR-1576,miR-4466_hsa-miR-4466,novel_mir_1180,ENSAPLT00000010700	1,1,1,1,4	POLL,miRNA,miRNA,miRNA,DPCD
KB743466.1	100000	130000	2	-5.84892274598	36	60	miR-5402*_aca-miR-5402*,miR-2325b_bta-miR-2325b,miR-4077a-5p_cin-miR-4077a-5p,miR-3278_bmo-miR-3278,miR-25-5p_hsa-miR-25-5p,miR-18a_gga-miR-18a,miR-18a-5p_hsa-miR-18a-5p,miR-3578_bta-miR-3578,miR-1837_cfa-miR-1837,ENSAPLT00000015476	1,1,1,1,1,1,1,1,1,2	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,GLIS3
KB743466.1	210000	230000	1	-5.95645771045	47	47	miR-1422k-3p_oan-miR-1422k-3p,miR-4463_hsa-miR-4463,ENSAPLT00000015476,ENSAPLT00000015672	1,1,7,8	miRNA,miRNA,<16061-GLIS3,>62725+SLC1A1
KB743472.1	20000	40000	1	-4.14940926624	70	70	miR-608_hsa-miR-608,miR-4738-3p_hsa-miR-4738-3p,miR-1803_tgu-miR-1803,ENSAPLT00000003815	1,1,1,8	miRNA,miRNA,miRNA,>2687+ST8SIA4
KB743474.1	120000	140000	1	-5.97566392656	49	49	ENSAPLT00000011732	1	
KB743497.1	90000	110000	1	-4.63197730111	104	104	miR-4218-5p_cin-miR-4218-5p,miR-3970_mmu-miR-3970,miR-1371_oan-miR-1371	1,1,1	miRNA,miRNA,miRNA
KB743497.1	150000	190000	3	-4.12798939988	61	102	novel_mir_516	1	miRNA
KB743497.1	200000	220000	1	-5.10099284003	58	58	miR-3786_ame-miR-3786	1	miRNA
KB743520.1	500000	520000	1	-4.42524823096	57	57	ENSAPLT00000011580	4	
KB743537.1	0	20000	1	-4.6545935929	27	27	novel_mir_975,novel_mir_435,novel_mir_578,ENSAPLT00000006922	1,1,1,8	miRNA,miRNA,miRNA,>25528-EPDR1
KB743563.1	40000	60000	1	-4.23758290355	42	42			
KB743572.1	60000	90000	2	-4.3109648942	67	109	let-7e-5p_hsa-let-7e-5p,ENSAPLT00000009739,ENSAPLT00000010027	1,7,8	miRNA,<21834-SLCO4C1,>94940+PAM
KB743572.1	230000	250000	1	-4.85932563042	57	57	miR-684_mmu-miR-684,miR-2036*_nve-miR-2036*,ENSAPLT00000010027	1,1,2	miRNA,miRNA,PAM
KB743572.1	290000	310000	1	-4.04703325578	53	53	novel_mir_1194,ENSAPLT00000010637,ENSAPLT00000010640	1,4,4	miRNA,PPIP5K2,PPIP5K2
KB743572.1	320000	340000	1	-4.42948042947	32	32	miR-122b_gga-miR-122b,ENSAPLT00000010637,ENSAPLT00000010640	1,3,3	miRNA,PPIP5K2,PPIP5K2
KB743572.1	400000	430000	2	-4.15781116791	82	84	ENSAPLT00000010867	4	
KB743572.1	440000	460000	1	-4.04758644418	42	42	ENSAPLT00000010867,miR-571_ptr-miR-571,miR-3001_bmo-miR-3001	3,5,6	miRNA,miRNA
KB743572.1	560000	590000	2	-4.85419304152	35	37	ENSAPLT00000010883	7	<87892-NUDT12
KB743572.1	600000	620000	1	-4.97720012905	25	25	miR-4039-3p_cin-miR-4039-3p,ENSAPLT00000010883	5,7	miRNA,<127892-NUDT12
KB743575.1	640000	660000	1	-4.68876186169	61	61	miR-311c_der-miR-311c,miR-217-5p_mmu-miR-217-5p,ENSAPLT00000013225,ENSAPLT00000013234	1,1,7,8	miRNA,miRNA,<14326-EDN1,>1807-HIVEP1
KB743584.1	20000	50000	2	-4.39049636747	142	163	miR-430a_pma-miR-430a,ENSAPLT00000007816	1,2	miRNA,SLC1A3
KB743584.1	60000	80000	1	-4.56251967608	135	135	ENSAPLT00000007816	3	SLC1A3
