chrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB743869.1	40000	80000	1	5.047934486	393	393	"miR-19a*_dre-miR-19a*,miR-19a-5p_hsa-miR-19a-5p,miR-2778a-4*_bmo-miR-2778a-4*,miR-224_rno-miR-224"	"1,1,1,5"	"miRNA,miRNA,miRNA,miRNA"
KB743873.1	0	80000	3	2.082222476	229	256	"ENSAPLT00000013725,miR-29a-5p_hsa-miR-29a-5p,miR-4607_pma-miR-4607,miR-106_gga-miR-106,miR-106*_oan-miR-106*,miR-106a_ssc-miR-106a,miR-106a-5p_hsa-miR-106a-5p,miR-4484_hsa-miR-4484,miR-5605_cin-miR-5605"	"1,1,1,1,1,1,1,1,1"	"ISL1,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB743948.1	240000	280000	1	4.010741868	165	165	"miR-4676-3p_hsa-miR-4676-3p,miR-64_cbr-miR-64,miR-745*_bmo-miR-745*,miR-1306-5p_hsa-miR-1306-5p,miR-3395_bmo-miR-3395,miR-3057-3p_mmu-miR-3057-3p,ENSAPLT00000009131"	"1,1,1,1,1,1,3"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,ARNTL2"
KB743964.1	0	40000	1	5.308456766	633	633	"ENSAPLT00000000532,ENSAPLT00000016314"	"1,1"	SNORA66
KB743964.1	600000	660000	2	2.021433119	495	906	"ENSAPLT00000003408,ENSAPLT00000003429,miR-2769_bmo-miR-2769,miR-1835_cfa-miR-1835,ENSAPLT00000003400,miR-191*_aca-miR-191*,miR-191-3p_mmu-miR-191-3p,miR-5125_mmu-miR-5125"	"1,1,1,1,5,5,5,5"	"SLC45A2,AMACR,miRNA,miRNA,RXFP3,miRNA,miRNA,miRNA"
KB744056.1	0	60000	2	12.79807625	28	72	"miR-2451_bta-miR-2451,miR-2014*_aqu-miR-2014*,miR-4042-5p_cin-miR-4042-5p,miR-10d*_dre-miR-10d*,miR-1224-3p_hsa-miR-1224-3p,miR-3925-5p_hsa-miR-3925-5p"	"1,1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB744112.1	0	40000	1	4.344884498	1244	1244	miR-5393_aca-miR-5393	1	miRNA
KB744112.1	160000	200000	1	4.16662427	1683	1683	"miR-3008_hma-miR-3008,miR-548ae_hsa-miR-548ae,novel_mir_595,miR-1819-3p_cel-miR-1819-3p,ENSAPLT00000011974"	"1,1,1,5,8"	"miRNA,miRNA,miRNA,miRNA,>88860+CDH20"
KB744121.1	60000	100000	1	4.476613855	92	92	"miR-4077d-5p_cin-miR-4077d-5p,ENSAPLT00000014366"	"1,7"	"miRNA,<8423-MYH13"
KB744159.1	60000	100000	1	2.358362963	456	456	"miR-548an_hsa-miR-548an,miR-3942-3p_hsa-miR-3942-3p,novel_mir_1145,novel_mir_1134,ENSAPLT00000013907"	"1,1,1,1,3"	"miRNA,miRNA,miRNA,miRNA,ITGA1"
KB744206.1	180000	240000	2	8.209116993	131	291	ENSAPLT00000005315	1	FAR1
KB744306.1	2120000	2160000	1	4.140473422	549	549	ENSAPLT00000006426	1	FOXB1
KB744438.1	60000	100000	1	2.064007204	201	201	"miR-153b_dre-miR-153b,miR-1177_ddi-miR-1177"	"1,1"	"miRNA,miRNA"
KB744498.1	380000	420000	1	5.376998592	164	164	ENSAPLT00000014778	1	
KB744638.1	0	60000	2	4.252195477	315	383	"ENSAPLT00000007682,miR-485-5p_hsa-miR-485-5p,miR-2578_dsi-miR-2578,miR-491_cfa-miR-491,miR-1175_aae-miR-1175,miR-13b_bmo-miR-13b,novel_mir_1079,miR-4073-3p_cin-miR-4073-3p,ENSAPLT00000008031,miR-277d-3p_sme-miR-277d-3p"	"1,1,1,1,1,1,1,1,4,6"	"FAM129A,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,EDEM3,miRNA"
KB744638.1	100000	200000	4	4.362708879	403	481	"miR-5450_aca-miR-5450,miR-2276_hsa-miR-2276,miR-3823-3p_tca-miR-3823-3p,miR-217*_oan-miR-217*,miR-1748_gga-miR-1748,miR-182_dre-miR-182,miR-182-5p_hsa-miR-182-5p,ENSAPLT00000008438"	"1,1,1,1,1,1,1,3"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,C1orf21"
KB744673.1	20000	80000	2	4.247293058	114	124	"novel_mir_1170,miR-72-5p_cel-miR-72-5p,ENSAPLT00000013812"	"1,1,5"	"miRNA,miRNA"
KB744673.1	300000	400000	4	4.126217552	113	125	"miR-1914-3p_hsa-miR-1914-3p,miR-996-5p_dme-miR-996-5p,miR-736_dre-miR-736,miR-3003a-3p_hma-miR-3003a-3p,miR-649_hsa-miR-649,ENSAPLT00000013906"	"1,1,1,1,1,7"	"miRNA,miRNA,miRNA,miRNA,miRNA,<143360-PRR5"
KB744673.1	440000	520000	3	5.605450906	143	160	"miR-4718_hsa-miR-4718,miR-1498_odi-miR-1498,miR-1467*_gga-miR-1467*"	"1,1,1"	"miRNA,miRNA,miRNA"
KB744699.1	480000	520000	1	4.00061059	172	172	"miR-3073-3p_mmu-miR-3073-3p,miR-1751*_gga-miR-1751*,ENSAPLT00000004927,novel_mir_807"	"1,1,3,5"	"miRNA,miRNA,ATCAY,miRNA"
KB745111.1	80000	140000	2	4.029729006	879	905	"ENSAPLT00000008721,miR-61b-3p_sme-miR-61b-3p"	"1,1"	miRNA
KB745151.1	40000	80000	1	4.105741293	144	144	"miR-2817_bmo-miR-2817,miR-151-3p_ssc-miR-151-3p,ENSAPLT00000008302"	"1,1,7"	"miRNA,miRNA,<15088-"
KB745238.1	100000	200000	4	4.186799304	116	169	"ENSAPLT00000003094,miR-548c_mml-miR-548c,miR-4213-5p_cin-miR-4213-5p,miR-4625_pma-miR-4625,novel_mir_248,let-7d-3p_hsa-let-7d-3p,miR-2285b_bta-miR-2285b,miR-802_rno-miR-802,novel_mir_839,miR-4087-3p_cin-miR-4087-3p,miR-5098_mmu-miR-5098,ENSAPLT00000002799"	"1,1,1,1,1,1,1,1,1,1,1,3"	"PARVB,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,SAMM50"
KB745238.1	260000	320000	2	4.094924607	95	129	ENSAPLT00000003494	7	<25114+PARVG
KB745249.1	60000	140000	3	2.072749538	247	301	miR-96_mml-miR-96	1	miRNA
KB745249.1	160000	200000	1	2.353584914	207	207	"miR-5397_aca-miR-5397,miR-1728-3p_gga-miR-1728-3p,miR-5094_hsa-miR-5094,miR-3012a_hma-miR-3012a,novel_mir_643"	"1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA"
KB745353.1	0	60000	2	14.47265602	33	42	"miR-622_hsa-miR-622,miR-1776_gga-miR-1776,miR-181b-1-3p_mmu-miR-181b-1-3p,miR-181b-3p_hsa-miR-181b-3p"	"1,1,1,1"	"miRNA,miRNA,miRNA,miRNA"
KB745494.1	0	60000	2	5.910133131	707	915	"miR-275*_aae-miR-275*,miR-44-3p_cel-miR-44-3p"	"1,1"	"miRNA,miRNA"
KB746083.1	20000	60000	1	4.408452677	149	149			
KB746317.1	0	40000	1	4.040353852	242	242	"miR-4548_pma-miR-4548,novel_mir_1022"	"1,1"	"miRNA,miRNA"
KB746343.1	0	40000	1	4.132478234	462	462	"novel_mir_327,miR-214_rno-miR-214,miR-3120-5p_hsa-miR-3120-5p,miR-3354_bmo-miR-3354,miR-939_hsa-miR-939,miR-449a-5p_xtr-miR-449a-5p,miR-222b*_oan-miR-222b*,ENSAPLT00000008522"	"1,1,1,1,1,1,1,8"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,>25276+RNF2"
KB746977.1	0	60000	2	10.6273942	42	44	"ENSAPLT00000016386,miR-460-3p_dre-miR-460-3p,miR-3393_bmo-miR-3393"	"1,1,1"	"miRNA,miRNA"
KB748461.1	20000	60000	1	4.439062538	240	240	"miR-4525_hsa-miR-4525,miR-205-3p_mmu-miR-205-3p"	"1,1"	"miRNA,miRNA"
KB751155.1	20000	80000	2	2.212073251	459	520	"novel_mir_622,novel_mir_40,novel_mir_912,novel_mir_865,miR-2114-3p_hsa-miR-2114-3p,ENSAPLT00000015756"	"1,1,1,1,1,8"	"miRNA,miRNA,miRNA,miRNA,miRNA,>34375+DDX58"
KB751155.1	120000	160000	1	2.18444334	282	282	"ENSAPLT00000015756,ENSAPLT00000016214,ENSAPLT00000016216"	"3,4,4"	"DDX58,ACO1,ACO1"
KB751155.1	200000	280000	3	2.00603361	388	554	"ENSAPLT00000016981,miR-483-3p_hsa-miR-483-3p,miR-4220-3p_cin-miR-4220-3p,miR-4444_hsa-miR-4444,miR-452-5p_hsa-miR-452-5p"	"1,1,1,1,1"	"DGKQ,miRNA,miRNA,miRNA,miRNA"
¡°overlapcode¡± represent different situations that selected region overlap with genes.									
1: gene contained within region.									
2: region contained within gene.									
3: region overlaps 5¡¯-end of genes.									
4: region overlaps 3¡¯-end of genes.									
5: the 3¡¯-end of genes is within 1kb of region.									
6: the 5¡¯-end of genes is within 1kb of region									
7:the 3¡¯-end of genes is within 180kb of region (only show the nearest one)									
8:the 5¡¯-end of genes is within 180kb of region (only show the nearest one)									
"geneID represent gene symbol as the order of ""transcpt"","">"" represent this is the nearest gene locate in the 180kb downstream of the selected region.""<""represent this is the nearest gene locate in the 180kb upstream of the selected region."									
